Requirement_ID,Requirement_Text,Source,Section,Domain
REQ_00116,"ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 32/204    Figure 11: Intentionally deleted  3.6.3.2 Location, Continuous Profile Data and Non-continuous Profile Data  3.6.3.2.1 Location and profile data shall have the structure shown in Figure 12 below    LRBG   length (2)   value(2)  value(1)   length (1)  LRBG   Direction  with  regard to location  reference    value(1)  value(2)   distance (1)  distance (2)  continuous   profile and  location  data   distance (1)  non continuous  profile data   distance (2)    Figure 12: General Structure of location and profile data  3.6.3.2.2 With regard to Figure 12 the following applies to continuous profile data:  a) Value (n) shall be valid for distance (n+1)   b) For distance (1) the previously received data shall be used (in case of an SSP this  includes train length delay, refer to 3.11.3.1.3).",SUBSET-026-3 v360.pdf,,
REQ_00117,c) Distances shall be given as unsigned incremental values representing the distance  between value(n) and value(n-1).,SUBSET-026-3 v360.pdf,,
REQ_00118,"d) The last value (n) transmitted shall be valid for an unlimited distance unless value(n)  represents a special ""end of profile"" value.",SUBSET-026-3 v360.pdf,,
REQ_00119,ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 33/204    e) If distance (n+1) = 0 then the corresponding profile value n shall still be taken into  account.,SUBSET-026-3 v360.pdf,,
REQ_00120,3.6.3.2.3 With regard to Figure 12 the following shall apply to location data:  a) Distances shall be given as unsigned incremental values repr esenting the distance  between value(n) and value(n-1).,SUBSET-026-3 v360.pdf,,
REQ_00121,b) For distance (1) the previously received data shall be used.,SUBSET-026-3 v360.pdf,,
REQ_00122,3.6.3.2.4 According to Figure 12 the structure  for non -continuous profile data shall allow to  contain multiple elements (value(n) for length(n)) inside the profile.,SUBSET-026-3 v360.pdf,,
REQ_00123,"a) Distance to the start of each element (value(n) for length(n)) shall be given as  unsigned incremental values , each increment representin g the distance between   starts of element (n) and element (n-1).",SUBSET-026-3 v360.pdf,,
REQ_00124,"b) For distance (1) the previously received data (or initial data/default values, see  section 3.7) shall be used.",SUBSET-026-3 v360.pdf,,
REQ_00125,"3.6.3.2.5 It shall be possible for the RBC to shift the location reference, e.g., after a change of  train orientation or running direction.",SUBSET-026-3 v360.pdf,,
REQ_00126,3.6.3.2.6 With regards to Figure 12 the following applies to linking information   a) The distance (1) shall be given to the first balise group included in the linking  information  b) The distance (n) shall be given as the distance between two consecutive balise  groups   c) Each value (n) shall represent the linking information related to that balise group.,SUBSET-026-3 v360.pdf,,
REQ_00127,"3.6.4 Train Position Confidence Interval and Relocation  3.6.4.1 All location related information transmitted from trackside equipment shall be used by  the on -board equipment taking into account the confidence interval to the train  position, if required for safe operation.",SUBSET-026-3 v360.pdf,,
REQ_00128,3.6.4.2 The confidence interval to the train position shall refer to the distance to the LRBG and  shall take into account  a) On-board over-reading amount and under-reading amount (odometer accuracy plus  the error in detection of the balise group location reference)  b) The location accuracy of the LRBG.,SUBSET-026-3 v360.pdf,,
REQ_00129,3.6.4.2.1 Distance information received from trackside shall be evaluated on -board as nominal  information (without taking into account any tolerances).,SUBSET-026-3 v360.pdf,,
REQ_00130,"3.6.4.2.3 The value of the Location Accuracy shall be determined by Linking information if  available, if not, by the correspondin g National Value, or the corresponding Default  Value if the National Value is not applicable.",SUBSET-026-3 v360.pdf,,
REQ_00131,"3.6.4.3 When another balise group becomes the LRBG or when evaluating (see section 4.8)  location related trackside information, which is referred to a previously received  balise  group different from the LRBG, all the location related information shall be relocated by  subtracting from the distances that are counted from the reference balise group of the  location related information:  a) the distance between the reference balise  group of the location related information  and the LRBG, retrieved from linking information if it is available and it includes both  the reference balise group and the LRBG, OR  b) in all other cases, the estimated travelled distance between the reference balis e  group of the location related information and the LRBG.",SUBSET-026-3 v360.pdf,,
REQ_00132,"(Nominal distance (1) may be the  distance to EOA received in the MA or the result of a previous relocation.)  LRBG G  1 2 3  Linking  Info  LRBG  Nominal distance (1)  Nominal distance (2)  Nominal distance (3)    Figure 13a:  Reset of confidence interval and relocation, on change of LRBG  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 37/204     Level 0 => 2  transition  D_LINK(1)  MA Section(1)  D_LINK(2) D_LINK(3)  LRBG  MA Section(2) = End Section    When the on-board performs the transition to level 2, the MA stored on-board  (referred to balise group 0) is relocated prior to its evaluation:   If balise group 1 is still the LRBG, the first MA Section distance is relocated by  subtracting D_LINK (1) from MA Section (1), resulting in MA section (1’)   If balise group 2 is already the LRBG, the first MA Section distance is relocated  by subtracting (D_LINK (1) + D_LINK (2)) from MA Section (1), resulting in MA section  (1”)   MA Section (2) distance remains unchanged    MA Section(2) = End Section  MA Section(1’)  D_LINK(4)  1 4 2 3 0  MA Section(1’’)  OR    Figure 13b: Relocation of trackside information referred to previously passed  balise group, different from the current LRBG  3.6.4.4 The train front end position shall be identified in the following way  a) The estimated front end position.",SUBSET-026-3 v360.pdf,,
REQ_00133,"3.6.4.6 The estimated front end shall be used when supervising location information, unless  stated otherwise.",SUBSET-026-3 v360.pdf,,
REQ_00134,"The ERTMS/ETCS on -board equipment shall temporarily apply by  analogy clauses 3.6.4.2, 3.6.4.2.1, 3.6.4.2.3 and 3.6.",SUBSET-026-3 v360.pdf,,
REQ_00135,3.6.4.7.2 If another balise group marked as unlinked is received before the additional confidence  interval is deleted:  a) the additional confidence interval shall be reset in relation to this new balise group  marked as unlinked  b) the location related information referred to the previous balise group marked as  unlinked shall be relocated by subtracting the estim ated travelled distance between  both balise groups from the distances that are counted from this previous balise  group marked as unlinked.,SUBSET-026-3 v360.pdf,,
REQ_00136,3.6.5 Position Reporting to the RBC  3.6.5.1 General  3.6.5.1.1 The position shall refer to the front end of the respective engine with regards  to the  train orientation.,SUBSET-026-3 v360.pdf,,
REQ_00137,3.6.5.1.2 The position report shall contain at least the following position and direction data  a) The distance between the LRBG and the estimated front end of the train.,SUBSET-026-3 v360.pdf,,
REQ_00138,3.6.5.1.4 The on-board equipment shall send position reports as requested by the RBC in the  position report parameters.,SUBSET-026-3 v360.pdf,,
REQ_00139,"In addition, it shall also send a position report if at least one  of the events listed hereafter occurs:  a) The train reaches standstill, if applicable to the current mode.",SUBSET-026-3 v360.pdf,,
REQ_00140,"3.6.5.1.4.1 If the position report results from one or more events listed in 3.6.5.1.4, its content  shall reflect the consequences of these events.",SUBSET-026-3 v360.pdf,,
REQ_00141,"3.6.5.1.5 For the position report parameters requested by the RBC the following possibilities  shall be available, individually or in combination  a) Periodically in time.",SUBSET-026-3 v360.pdf,,
REQ_00142,3.6.5.1.7 The given position report parameters shall be valid until new parameter s are given  from the RBC.,SUBSET-026-3 v360.pdf,,
REQ_00143,"3.6.5.1.8 The mode and level reported in a position report shall be consistent (e.g., no mode that  relates to the previous level).",SUBSET-026-3 v360.pdf,,
REQ_00144,3.6.5.2 Report of Train Rear End Position for Level 3  3.6.5.2.1 Train integrity information shall be given by external device or by driver.,SUBSET-026-3 v360.pdf,,
REQ_00145,3.6.5.2.2 Driver input of train integrity shall only be permitted at standstill.,SUBSET-026-3 v360.pdf,,
REQ_00146,3.6.5.2.3 The train integrity information shall consist of  a) Train integrity status information   No train integrity information   Train integrity information confirmed by integrity monitoring device    Train integrity information confirmed (entered) by driver   Train integrity lost  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 42/204    b) Safe train length information (only valid if train integrity is confirmed at the same  time).,SUBSET-026-3 v360.pdf,,
REQ_00147,3.6.5.2.4 The safe train length information shall represent the distance between the min safe  rear end (by subtracting the train length from the min.,SUBSET-026-3 v360.pdf,,
REQ_00148,3.6.5.2.5 The safe train length information shall be re -calculated for e very position report using  the same last value of min safe rear end position until a new min safe rear end position  is established on-board taking into account the time to detect train integrity.,SUBSET-026-3 v360.pdf,,
REQ_00149,"OUICc Safe train length at T Estimated front end at T Legend: T0  Train integrity confirmed T Safe train length reported to RBC Min safe rear end at T0 LRBG Estimated rear end at T0 Estimated distance from LRBG at T   Figure 15: Calculation of Safe Train Length when train integrity was established     3.6.6 Geographical position reporting  3.6.6.1 The ERTMS/ETCS on-board equipment shall  display, only on driver request, the  geographical position of the estimated front end of the train in relation  to the track  kilometre.",SUBSET-026-3 v360.pdf,,
