Requirement_ID,Requirement_Text,Source,Section,Domain,Suggested_Category,Final_Category
REQ_00179,i) New rou te suitability traction system information shall replace all stored route suitability traction system information.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00180,j) New route suitability axle load information shall replace all stored route suitability axle load information.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00181,k) New reversing area information shall replace all stored reversing area information.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00182,l) New adhesion factor information shall replace all stored adhesion factor information from the start location of the new information.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00184,n) New linking information received as infill information shall replace all stored linking information from the reference location of the infill information (i.e.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00185,o) New trac k condition Station Platform information shall replace all stored Station Platform information from the start location of the first element of the new information.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00186,p) New track condition Allowed Current Consumption information shall replace all stored Allowed Current Consumption information.,SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00187,"3.7.3.2 When request ed by trackside, the ERTMS/ETCS on -board equipment shall resume initial states beyond a given location individually: a) for stored Speed Restriction to ensure Permitted Braking Distance information (for initial state, refer to 3.11.11.11) b) for stored axle load speed profile information (for initial state, refer to 3.11.4.5) c) through a single request, for all stored track condition information of the following types: sound horn, non stopping area, tunnel stopping area, powerless section – lower pantograph, powerless section – switch off the main power switch, radio hole, air tightness, switch off regenerative brake, switch off eddy current brake for service brake, switch off eddy current brake for emergency brake and switch off magnetic shoe brake (for initial states, refer to 3.12.1.3) d) through a single request, for all stored route suitability information (for initial state, refer to 3.12.2.10).",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00188,"3.7.3.3 In some situations , the track description and linking information shall be deleted (or initial state shall be resumed) by the on -board equipment.",SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00189,3.8.1.2 The values of the time -outs possibly given in an MA shall take into account the time elapsed from the start of validity of information to the sending of the message.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00191,3.8.2 MA request to the RBC 3.8.2.1 It shall be possible for the on -board equipment to request a new M ovement Authority from the RBC.,SUBSET-026-3 v360.pdf,,,Review,Functional
REQ_00192,3.8.2.2 The parameters for requesting a new MA shall be given by the RBC.,SUBSET-026-3 v360.pdf,,,Review,Functional
REQ_00193,"3.8.2.3 In level 2/3, the following possibilities shall be available: a) A def ined time before the train reaches the perturbation location assuming it is running at the warning speed (see section 3.13.11 for details).",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00195,3.8.2.5 The given data shall be valid until new MA request parameters are given from the RBC.,SUBSET-026-3 v360.pdf,,,Review,Functional
REQ_00196,"3.8.2.6 In case no MA request parameters are stored on-board and following an MA request no MA has been received, the request shall be repeated with a repetition cycle according to a fixed value (see appendix).",SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00197,3.8.2.7 In level 2/3: an MA request shall be sent to the RBC when the driver selects start.,SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00198,"3.8.2.7.1 In level 0, 1, NTC: if a le vel 2/3 transition is announced and a communication session is already established, an MA request shall be sent to the RBC when the information ""Track ahead free up to level 2/3 transition location"" is received from balise group.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00199,"3.8.2.7.2 In level 0 , 1, NTC: the ER TMS/ETCS on-board equipment shall also inform the RBC about the identity of the level 2/3 transition location balise group, as received through the information ""Track ahead free up to level 2/3 transition location"".",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00200,"3.8.2.7.3 In level 2/3: An MA request shall be sen t to the RBC when any part of the track description is deleted according to A.3.4, except for situations a, b, f, k.",SUBSET-026-3 v360.pdf,,,Operational,Operational
REQ_00201,"3.8.2.8 Together with the MA request the on -board shall inform the RBC about the reason(s) why the MA request is sent: a) Start selection by driver, b) Time before reaching perturbation location reached, c) Time before a section timer or the LOA speed timer expires reached, d) The track description has been deleted, e) Track ahead free up to level 2/3 transition location.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00203,3.8.3.4 The Section timer stop location shall be inside of the corresponding section.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00204,"3.8.3.5 In level 3, no time-outs shall be used.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00205,"3.8.3.7 In case a main signal is at danger in level 1, the first section shall give the distance from the balise group at the main signal to the location of the main signal, i.e.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00206,"3.8.3.9 When an MA is transmitted by radio from the RBC, the length of the first section shall refer to the balise co-ordinate system of the LRBG given in the same message.",SUBSET-026-3 v360.pdf,,,Functional,Functional
REQ_00207,3.8.3.10 It shall be possible to give the length of a section to any location in the track.,SUBSET-026-3 v360.pdf,,,Review,Review
REQ_00209,3.8.4 Use of the MA on board the train 3.8.4.1 End Section Time-Out 3.8.4.1.1 The End Section timer shall be started on -board when the train passes the End Section timer start location given by trackside with its max safe front end.,SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00210,"3.8.4.1.2 When the End Section timer value becomes greater than the time -out value given by trackside, the following shall apply: a) The EOA/LOA shall be withdrawn to the current position of the train .",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00211,"Refer to appendix A.3.4 for the exhaustive list of location based information stored on -board, which shall be deleted accordingly; b) if any, a non zero target speed value at the End of Movement Authority shall be set to zero (i.e.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00212,"3.8.4.1.3 In case no End Section timer is running when the on -board receives a new MA with an End Section timer start location in rear of the max safe front end of the train, the on - board shall consider that the End Se ction timer value became greater than its time -out value and apply 3.8.4.1.2.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00213,"3.8.4.1.4 In case an End Section timer is already running when the on-board receives a new MA with an End Section timer start location in rear of the max safe front end of the train, the on-board shall keep the End Section timer running but replace the time -out value with the value received with the new MA.",SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00214,3.8.4.2 Section Time-Outs 3.8.4.2.1 The on-board shall start a Section timer for each section: a) For Level 2: at the value of the time stamp of the message including the MA.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00215,"3.8.4.2.2 When a Section timer value becomes greater than the time -out value given by trackside, the following shall apply: a) the EOA/LOA and the SvL shall be withdrawn to the entry point of the revoked section.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00216,"Refer to appendix A.3.4 for the exhaustive list of location based information stored on-board, which shall be deleted accordingly; b) the National/ Default Value of the Release Speed shall apply ; c) if any, a non zero target speed value at the End of Movement Authority shall be set to zero (i.e.",SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00217,3.8.4.2.3 The Section timer shall be stopped when the min safe front end of the train has passed the associated Section timer stop location.,SUBSET-026-3 v360.pdf,,,Safety,Safety
REQ_00218,3.8.4.3 Time-out of the speed associated with the End of Movement Authority (LOA speed time out) 3.8.4.3.1 The on-board shall start a timer for the LOA speed: a) For Level 2: at the value of the time stamp of the message including the MA.,SUBSET-026-3 v360.pdf,,,Performance,Performance
REQ_00219,"3.8.4.3.2 When the LOA speed timer value becomes greater than the time-out value given by trackside, the speed associated with the LOA shall be set to zero (i.e.",SUBSET-026-3 v360.pdf,,,Performance,Performance
